year_played,pitchername,pitcher_mlb_id,pitchtype,p_hand,b_hand,num_pitches,subset_ip,plv,pitch_runs
2020,Alex Young,622065,SL,L,R,15,0.8720200752823086,4.35,0.668065
2020,Amir Garrett,607237,FF,L,L,39,2.5444839857651242,4.63,1.505919
2020,Amir Garrett,607237,SI,L,L,10,0.6524317912218268,4.21,0.473826
2020,Amir Garrett,607237,SL,L,L,84,5.480427046263345,5.27,2.129052
2020,Amir Garrett,607237,FF,L,R,62,4.045077105575326,4.61,2.416772
2020,Amir Garrett,607237,SI,L,R,13,0.8481613285883748,5.18,0.354204
2020,Amir Garrett,607237,SL,L,R,73,4.762752075919336,4.92,2.389043
2020,Andre Scrubb,668687,CU,R,L,90,5.233415233415234,5.03,2.740928
2020,Andre Scrubb,668687,FC,R,L,89,5.1752661752661755,5.10,2.563925
2020,Andre Scrubb,668687,CU,R,R,101,5.8730548730548735,4.59,3.977862
2020,Andre Scrubb,668687,FC,R,R,126,7.326781326781327,4.43,5.385872
2020,Andre Scrubb,668687,SL,R,R,1,0.05814905814905815,5.91,0.012202
2020,Andrew Chafin,605177,FF,L,L,40,2.101449275362319,5.16,1.103140
2020,Andrew Chafin,605177,SI,L,L,33,1.7336956521739129,5.01,1.018453
2020,Andrew Chafin,605177,SL,L,L,29,1.5235507246376812,5.10,0.840981
2020,Andrew Chafin,605177,FF,L,R,36,1.891304347826087,4.21,1.704597
2020,Andrew Chafin,605177,SI,L,R,27,1.4184782608695652,4.28,1.239153
2020,Andrew Chafin,605177,SL,L,R,19,0.9981884057971014,5.00,0.589263
2020,Andrew Heaney,571760,CH,L,L,5,0.30721966205837176,4.50,0.207059
2020,Andrew Heaney,571760,CU,L,L,141,8.663594470046082,5.07,4.160093
2020,Andrew Heaney,571760,FF,L,L,185,11.367127496159755,5.52,3.718720
2020,Andrew Heaney,571760,SI,L,L,22,1.351766513056836,5.55,0.430058
2020,Andrew Heaney,571760,CH,L,R,182,11.182795698924732,4.93,5.883237
2020,Andrew Heaney,571760,CU,L,R,128,7.864823348694317,5.12,3.646822
2020,Andrew Heaney,571760,FF,L,R,357,21.935483870967744,5.22,9.397975
2020,Andrew Heaney,571760,SI,L,R,65,3.993855606758833,5.73,1.029480
2020,Andrew Kittredge,552640,CH,R,L,6,0.41739130434782606,4.39,0.261247
2020,Andrew Kittredge,552640,SI,R,L,7,0.48695652173913045,3.82,0.387464
2020,Andrew Kittredge,552640,SL,R,L,9,0.6260869565217392,5.24,0.233608
2020,Andrew Kittredge,552640,CH,R,R,2,0.1391304347826087,3.30,0.132478
2020,Andrew Kittredge,552640,FF,R,R,5,0.34782608695652173,4.15,0.243283
2020,Andrew Kittredge,552640,SI,R,R,42,2.9217391304347826,4.50,1.735856
2020,Andrew Kittredge,552640,SL,R,R,44,3.0608695652173914,4.11,2.177043
2020,Andrew Miller,453192,FF,L,L,27,1.828125,5.16,0.745200
2020,Andrew Miller,453192,SI,L,L,2,0.13541666666666666,3.84,0.110088
2020,Andrew Miller,453192,SL,L,L,75,5.078125,4.94,2.424148
2020,Andrew Miller,453192,FF,L,R,34,2.3020833333333335,3.98,1.772696
2020,Andrew Miller,453192,SI,L,R,13,0.8802083333333333,4.23,0.609024
2020,Andrew Miller,453192,SL,L,R,41,2.7760416666666665,5.11,1.173968
2020,Andrew Suárez,605498,CH,L,L,5,0.29652351738241306,5.69,0.083752
2020,Andrew Suárez,605498,FF,L,L,3,0.17791411042944785,2.77,0.231382
2020,Andrew Suárez,605498,SI,L,L,31,1.8384458077709611,3.90,1.667980
2020,Andrew Suárez,605498,SL,L,L,38,2.253578732106339,5.49,0.789389
2020,Andrew Suárez,605498,CH,L,R,34,2.0163599182004086,3.27,2.271524
2020,Andrew Suárez,605498,FF,L,R,11,0.6523517382413088,5.12,0.313175
2020,Andrew Suárez,605498,SI,L,R,31,1.8384458077709611,4.92,1.010730
2020,Andrew Suárez,605498,SL,L,R,10,0.5930470347648261,4.14,0.488067
2020,Andrew Triggs,592811,CU,R,L,25,1.2626262626262628,5.10,0.722367
2020,Andrew Triggs,592811,SI,R,L,47,2.373737373737374,4.20,2.234975
2020,Andrew Triggs,592811,SL,R,L,35,1.767676767676768,4.18,1.682351
2020,Andrew Triggs,592811,CH,R,R,1,0.05050505050505051,1.47,0.104172
2020,Andrew Triggs,592811,CU,R,R,16,0.8080808080808082,5.44,0.349863
2020,Andrew Triggs,592811,SI,R,R,24,1.2121212121212122,4.28,1.101989
2020,Andrew Triggs,592811,SL,R,R,17,0.8585858585858587,4.77,0.606418
2020,Angel Perdomo,622780,FF,L,L,31,0.972549019607843,4.82,1.078151
2020,Angel Perdomo,622780,SL,L,L,13,0.40784313725490196,4.43,0.556140
2020,Angel Perdomo,622780,CH,L,R,2,0.06274509803921569,2.05,0.184369
2020,Angel Perdomo,622780,FF,L,R,27,0.8470588235294116,4.42,1.159847
2020,Angel Perdomo,622780,SI,L,R,3,0.09411764705882353,2.74,0.233459
2020,Angel Perdomo,622780,SL,L,R,9,0.2823529411764706,3.49,0.560763
2020,Anthony Banda,607455,CH,L,L,23,1.158273381294964,4.87,0.776331
2020,Anthony Banda,607455,FF,L,L,27,1.3597122302158273,4.64,1.035926
2020,Anthony Banda,607455,CH,L,R,56,2.820143884892086,4.74,2.036941
2020,Anthony Banda,607455,CU,L,R,1,0.05035971223021583,3.80,0.055845
2020,Anthony Banda,607455,FF,L,R,32,1.6115107913669067,4.10,1.591338
2020,Anthony Bass,542914,CH,R,L,7,0.4778368794326241,4.55,0.282464
2020,Anthony Bass,542914,FF,R,L,6,0.4095744680851064,3.54,0.367992
2020,Anthony Bass,542914,FS,R,L,15,1.023936170212766,4.73,0.550084
2020,Anthony Bass,542914,SI,R,L,67,4.573581560283688,4.81,2.336764
2020,Anthony Bass,542914,SL,R,L,46,3.140070921985816,4.94,1.482932
2020,Anthony Bass,542914,FF,R,R,10,0.6826241134751774,5.14,0.280053
2020,Anthony Bass,542914,FS,R,R,2,0.13652482269503546,4.94,0.064523
2020,Anthony Bass,542914,SI,R,R,123,8.396276595744682,4.58,4.893853
2020,Anthony Bass,542914,SL,R,R,100,6.826241134751773,4.74,3.642464
2020,Anthony Bemboom,621532,CU,R,L,8,0.5,4.04,0.406829
2020,Anthony Bemboom,621532,CU,R,R,8,0.5,4.49,0.332078
2020,Anthony Castro,621593,CH,R,L,1,0.058823529411764705,3.29,0.066410
2020,Anthony Castro,621593,CU,R,L,2,0.11764705882352941,3.92,0.106790
2020,Anthony Castro,621593,FF,R,L,7,0.4117647058823529,3.72,0.402748
2020,Anthony Castro,621593,CU,R,R,2,0.11764705882352941,5.28,0.050342
2020,Anthony Castro,621593,FF,R,R,3,0.17647058823529413,5.59,0.056466
